rank,percentile,ensemble_score,investment_tier,molecule_id,molecule,manufacturer,country,sector,revenue_growth_%,revenue_growth,market_size_$M,competition_count,market_share_%,volatility,is_new_entry,is_exit,is_inactive,has_partial_presence,opportunity_score,risk_score,confidence_level,ml_classification,market_segment,key_drivers,risks,entry_strategy
150.0,23.97959183673469,30.56896467464916,Avoid,BOEH. INGEL_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,BOEH. INGEL,VIETNAM,HOSPITAL,157.0,157.0,0.0,19,0.7,0.369,False,False,False,False,5.9,21.7,High,Low,GROWTH,🔥 Strong growth (157%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.7% | 🔀 Fragmented (19 competitors),Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
151.0,23.46938775510204,29.40620408119078,Avoid,DANAPHA (TW5)_TRIHEXYPHENIDYL_VIETNAM,TRIHEXYPHENIDYL,DANAPHA (TW5),VIETNAM,RETAIL,1.5,1.5,0.5,19,13.3,0.057,False,False,False,False,3.6,24.1,High,Low,GROWTH,📊 Stable growth (1%) | 🎯 Niche market ($0.5M) | 🏢 Share: 13.3% | 🔀 Fragmented (19 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
152.0,22.95918367346939,29.165130173633035,Avoid,SANOFI VNX_TRIHEXYPHENIDYL_VIETNAM,TRIHEXYPHENIDYL,SANOFI VNX,VIETNAM,RETAIL,5.0,5.0,0.0,19,0.2,0.122,False,False,False,False,1.3,24.4,High,Low,GROWTH,📊 Stable growth (5%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.2% | 🔀 Fragmented (19 competitors) | 📉 Price pressure (-11.1%),Limited market size: constrained opportunity and thin liquidity,MONITOR
153.0,22.448979591836736,28.942606164061175,Avoid,DAVI PHARM_TOPIRAMATE_VIETNAM,TOPIRAMATE,DAVI PHARM,VIETNAM,HOSPITAL,-68.5,-68.5,0.0,7,0.2,0.632,False,False,False,False,1.9,20.3,High,Low,GROWTH,⚠️ Declining demand (-69%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.2% | ⚔️ Competitive (7 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Market decline: losing 69% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
154.0,21.93877551020408,28.606253755848275,Avoid,BOEH. INGEL_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,BOEH. INGEL,VIETNAM,RETAIL,500.0,500.0,0.2,7,8.2,4.549,False,False,False,False,0.7,20.0,High,Low,GROWTH,🔥 Strong growth (500%) | 🎯 Niche market ($0.2M) | 🏢 Share: 8.2% | ⚔️ Competitive (7 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
155.0,21.428571428571427,27.425273179362662,Avoid,ROCHE_BENSERAZIDE!LEVODOPA_VIETNAM,BENSERAZIDE!LEVODOPA,ROCHE,VIETNAM,RETAIL,141.6,141.6,0.0,19,0.7,0.595,False,False,False,False,9.4,27.0,High,Low,GROWTH,🔥 Strong growth (142%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.7% | 🔀 Fragmented (19 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
156.0,20.918367346938776,25.135556976244974,Avoid,JANSSEN-J&J GR VNX_TOPIRAMATE_VIETNAM,TOPIRAMATE,JANSSEN-J&J GR VNX,VIETNAM,RETAIL,,,0.0,14,0.0,106066017177.982,False,False,False,False,0.3,19.8,High,Low,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | ⚔️ Competitive (14 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
157.0,20.408163265306122,24.575748306496855,Avoid,PHARMASCIENCE_TOPIRAMATE_VIETNAM,TOPIRAMATE,PHARMASCIENCE,VIETNAM,HOSPITAL,-66.7,-66.7,0.0,8,0.1,0.322,False,False,False,False,1.4,20.2,High,Low,GROWTH,⚠️ Declining demand (-67%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.1% | ⚔️ Competitive (8 competitors) | 💵 Pricing power (+21.6%),Generic erosion pressure: price decline with volume expansion | Market decline: losing 67% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
158.0,19.897959183673468,23.560009788024516,Avoid,EISAI_PERAMPANEL_VIETNAM,PERAMPANEL,EISAI,VIETNAM,RETAIL,-91.1,-91.1,0.0,8,0.0,0.491,False,False,False,False,0.4,28.0,High,Low,GROWTH,⚠️ Declining demand (-91%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | ⚔️ Competitive (8 competitors) | 💵 Pricing power (+66.3%),Generic erosion pressure: price decline with volume expansion | Market decline: losing 91% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
159.0,19.387755102040817,23.361825946956642,Avoid,HASAN-DERMAPHARM_CARBIDOPA!LEVODOPA_VIETNAM,CARBIDOPA!LEVODOPA,HASAN-DERMAPHARM,VIETNAM,RETAIL,-4.3,-4.3,0.1,8,6.9,0.214,False,False,False,False,0.3,23.9,High,Low,GROWTH,📊 Stable growth (-4%) | 🎯 Niche market ($0.1M) | 🏢 Share: 6.9% | ⚔️ Competitive (8 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
160.0,18.877551020408163,22.934633613429735,Avoid,ROCHE_BENSERAZIDE!LEVODOPA_VIETNAM,BENSERAZIDE!LEVODOPA,ROCHE,VIETNAM,HOSPITAL,-10.9,-10.9,0.1,8,5.7,0.276,False,False,False,False,10.9,28.7,High,Low,GROWTH,⚠️ Declining demand (-11%) | 🎯 Niche market ($0.1M) | 🏢 Share: 5.7% | ⚔️ Competitive (8 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
161.0,18.367346938775512,21.41556526582427,Avoid,EISAI_PERAMPANEL_VIETNAM,PERAMPANEL,EISAI,VIETNAM,HOSPITAL,,,0.0,7,0.5,40821274477897.38,False,False,False,False,0.5,30.1,High,Low,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.5% | ⚔️ Competitive (7 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
162.0,17.857142857142858,21.401349283847786,Avoid,DANAPHA (TW5)_VALPROIC ACID_VIETNAM,VALPROIC ACID,DANAPHA (TW5),VIETNAM,RETAIL,,,0.1,7,1.9,122958798180526.02,False,False,False,False,0.1,15.2,High,Low,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.1M) | 🏢 Share: 1.9% | ⚔️ Competitive (7 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
163.0,8.928571428571429,19.5,Avoid,BOSTON VN_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,BOSTON VN,VIETNAM,HOSPITAL,,,0.0,19,0.1,16411948391339.057,False,False,False,False,0.1,28.9,Medium,Low,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.1% | 🔀 Fragmented (19 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
164.0,8.928571428571429,19.5,Avoid,BOSTON VN_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,BOSTON VN,VIETNAM,HOSPITAL,46.4,46.4,0.0,19,0.6,0.077,False,False,False,False,0.1,31.2,Medium,Low,GROWTH,📊 Stable growth (46%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.6% | 🔀 Fragmented (19 competitors),Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
165.0,8.928571428571429,19.5,Avoid,DANAPHA (TW5)_CARBAMAZEPINE_VIETNAM,CARBAMAZEPINE,DANAPHA (TW5),VIETNAM,HOSPITAL,268.3,268.3,0.1,7,1.2,0.718,False,False,False,False,0.8,25.5,Medium,Low,GROWTH,🔥 Strong growth (268%) | 🎯 Niche market ($0.1M) | 🏢 Share: 1.2% | ⚔️ Competitive (7 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
166.0,8.928571428571429,19.5,Avoid,DANAPHA (TW5)_PHENOBARBITAL_VIETNAM,PHENOBARBITAL,DANAPHA (TW5),VIETNAM,HOSPITAL,254.5,254.5,0.0,1,100.0,2481944801965.489,False,False,False,False,2.4,31.5,Medium,Low,GROWTH,🔥 Strong growth (255%) | 🎯 Niche market ($0.0M) | 🏢 Share: 100.0% | 🛡️ Concentrated (1 competitors) | ⚡ High volatility,Monopoly concentration (100.0% share) increases regulatory and pricing exposure | High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONOPOLY_DEFENSE
167.0,8.928571428571429,19.5,Avoid,DANAPHA (TW5)_PHENOBARBITAL_VIETNAM,PHENOBARBITAL,DANAPHA (TW5),VIETNAM,HOSPITAL,-100.0,-100.0,0.0,14,0.0,0.707,False,False,False,False,0.1,35.1,Medium,Low,GROWTH,⚠️ Declining demand (-100%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | ⚔️ Competitive (14 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Market decline: losing 100% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
168.0,8.928571428571429,19.5,Avoid,INCEPTA PHARMA_PHENOBARBITAL_VIETNAM,PHENOBARBITAL,INCEPTA PHARMA,VIETNAM,HOSPITAL,-39.2,-39.2,0.0,14,0.3,2.833,False,False,False,False,0.1,47.5,Medium,Low,GROWTH,⚠️ Declining demand (-39%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.3% | ⚔️ Competitive (14 competitors) | 💵 Pricing power (+24.9%) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Market decline: losing 39% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
169.0,8.928571428571429,19.5,Avoid,KHAPHARCO_TRIHEXYPHENIDYL_VIETNAM,TRIHEXYPHENIDYL,KHAPHARCO,VIETNAM,HOSPITAL,,,0.0,7,0.2,52912800436189.35,False,False,False,False,0.1,29.7,Medium,Low,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.2% | ⚔️ Competitive (7 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
170.0,8.928571428571429,19.5,Avoid,KOREAN DRUG_LEVETIRACETAM_VIETNAM,LEVETIRACETAM,KOREAN DRUG,VIETNAM,HOSPITAL,-30.4,-30.4,0.1,6,11.3,0.025,False,False,False,False,0.1,19.3,Medium,Low,GROWTH,⚠️ Declining demand (-30%) | 🎯 Niche market ($0.1M) | 🏢 Share: 11.3% | ⚔️ Competitive (6 competitors),Market decline: losing 30% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
171.0,8.928571428571429,19.5,Avoid,MYUNG IN PHAM_VALPROIC ACID_VIETNAM,VALPROIC ACID,MYUNG IN PHAM,VIETNAM,HOSPITAL,-41.5,-41.5,0.0,6,8.1,0.008,False,False,False,False,0.1,19.7,Medium,Low,GROWTH,⚠️ Declining demand (-41%) | 🎯 Niche market ($0.0M) | 🏢 Share: 8.1% | ⚔️ Competitive (6 competitors),Market decline: losing 41% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
172.0,8.928571428571429,19.5,Avoid,MYUNG IN PHAM_VALPROIC ACID_VIETNAM,VALPROIC ACID,MYUNG IN PHAM,VIETNAM,HOSPITAL,,,-0.0,1,0.0,7212489168104.158,False,False,False,False,0.3,21.9,Medium,Low,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($-0.0M) | 🏢 Share: 0.0% | 🛡️ Concentrated (1 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
173.0,8.928571428571429,19.5,Avoid,PHARBACO (TW1)_PHENOBARBITAL_VIETNAM,PHENOBARBITAL,PHARBACO (TW1),VIETNAM,HOSPITAL,-100.0,-100.0,0.0,1,0.0,0.707,False,False,False,False,0.1,32.7,Medium,Low,GROWTH,⚠️ Declining demand (-100%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | 🛡️ Concentrated (1 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Market decline: losing 100% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
174.0,8.928571428571429,19.5,Avoid,PYMEPHARCO_LEVETIRACETAM_VIETNAM,LEVETIRACETAM,PYMEPHARCO,VIETNAM,HOSPITAL,-30.6,-30.6,0.2,5,19.6,0.652,False,False,False,False,0.1,14.3,Medium,Low,GROWTH,⚠️ Declining demand (-31%) | 🎯 Niche market ($0.2M) | 🏢 Share: 19.6% | ⚔️ Competitive (5 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Market decline: losing 31% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
175.0,8.928571428571429,19.5,Avoid,PYMEPHARCO_LEVETIRACETAM_VIETNAM,LEVETIRACETAM,PYMEPHARCO,VIETNAM,HOSPITAL,142.8,142.8,0.0,5,1.3,1.747,False,False,False,False,0.1,19.3,Medium,Low,GROWTH,🔥 Strong growth (143%) | 🎯 Niche market ($0.0M) | 🏢 Share: 1.3% | ⚔️ Competitive (5 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
176.0,8.928571428571429,19.5,Avoid,PYMEPHARCO_PHENYTOIN_VIETNAM,PHENYTOIN,PYMEPHARCO,VIETNAM,HOSPITAL,500.0,500.0,0.0,8,0.2,68.035,False,False,False,False,0.1,31.4,Medium,Low,GROWTH,🔥 Strong growth (500%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.2% | ⚔️ Competitive (8 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
177.0,8.928571428571429,19.5,Avoid,SANDOZ_LEVETIRACETAM_VIETNAM,LEVETIRACETAM,SANDOZ,VIETNAM,HOSPITAL,500.0,500.0,0.0,19,0.3,0.689,False,False,False,False,0.1,12.4,Medium,Low,GROWTH,🔥 Strong growth (500%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.3% | 🔀 Fragmented (19 competitors) | 💵 Pricing power (+15.9%) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,DIFFERENTIATION
178.0,8.928571428571429,19.5,Avoid,SUN PHARMA_TOPIRAMATE_VIETNAM,TOPIRAMATE,SUN PHARMA,VIETNAM,HOSPITAL,,,0.0,7,0.1,38438324625300.73,False,False,False,False,0.1,29.9,Medium,Low,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.1% | ⚔️ Competitive (7 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
179.0,8.928571428571429,19.5,Avoid,TORRENT_LEVETIRACETAM_VIETNAM,LEVETIRACETAM,TORRENT,VIETNAM,HOSPITAL,32.2,32.2,0.0,4,12.6,0.604,False,False,False,False,0.1,19.3,Medium,Low,GROWTH,📊 Stable growth (32%) | 🎯 Niche market ($0.0M) | 🏢 Share: 12.6% | ⚔️ Competitive (4 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
180.0,8.928571428571429,19.5,Avoid,TORRENT_LEVETIRACETAM_VIETNAM,LEVETIRACETAM,TORRENT,VIETNAM,HOSPITAL,-100.0,-100.0,0.0,6,0.0,0.793,False,False,False,False,0.1,19.3,Medium,Low,GROWTH,⚠️ Declining demand (-100%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | ⚔️ Competitive (6 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Market decline: losing 100% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
181.0,8.928571428571429,19.5,Avoid,TORRENT_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,TORRENT,VIETNAM,HOSPITAL,,,0.0,19,0.0,4108290398693.886,False,False,False,False,0.1,30.6,Medium,Low,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | 🔀 Fragmented (19 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
182.0,8.928571428571429,19.5,Avoid,TORRENT_TOPIRAMATE_VIETNAM,TOPIRAMATE,TORRENT,VIETNAM,HOSPITAL,500.0,500.0,0.0,2,1.1,2.282,False,False,False,False,0.1,29.3,Medium,Low,GROWTH,🔥 Strong growth (500%) | 🎯 Niche market ($0.0M) | 🏢 Share: 1.1% | 🛡️ Concentrated (2 competitors) | 💵 Pricing power (+63.4%) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,DIFFERENTIATION
183.0,8.928571428571429,19.5,Avoid,TORRENT_VALPROIC ACID_VIETNAM,VALPROIC ACID,TORRENT,VIETNAM,HOSPITAL,-64.2,-64.2,0.2,2,45.2,0.313,False,False,False,False,0.1,23.0,Medium,Low,GROWTH,⚠️ Declining demand (-64%) | 🎯 Niche market ($0.2M) | 🏢 Share: 45.2% | 🛡️ Concentrated (2 competitors) | 💵 Pricing power (+100.0%),Generic erosion pressure: price decline with volume expansion | Market decline: losing 64% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
184.0,8.928571428571429,19.5,Avoid,ZYDUS CADILA_LEVETIRACETAM_VIETNAM,LEVETIRACETAM,ZYDUS CADILA,VIETNAM,HOSPITAL,,,0.0,2,1.4,50989469991361.945,False,False,False,False,0.1,19.3,Medium,Low,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 1.4% | 🛡️ Concentrated (2 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
185.0,8.928571428571429,19.5,Avoid,APOTEX INC._CARBAMAZEPINE_VIETNAM,CARBAMAZEPINE,APOTEX INC.,VIETNAM,RETAIL,-100.0,-100.0,0.0,1,0.0,0.707,False,False,False,False,0.1,32.5,Medium,Low,GROWTH,⚠️ Declining demand (-100%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | 🛡️ Concentrated (1 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Market decline: losing 100% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
186.0,8.928571428571429,19.5,Avoid,S.C.ARENA GROUP_CARBAMAZEPINE_VIETNAM,CARBAMAZEPINE,S.C.ARENA GROUP,VIETNAM,RETAIL,228.4,228.4,0.0,1,100.0,2.275,False,False,False,False,0.1,32.5,Medium,Low,GROWTH,🔥 Strong growth (228%) | 🎯 Niche market ($0.0M) | 🏢 Share: 100.0% | 🛡️ Concentrated (1 competitors) | 📉 Price pressure (-20.6%) | ⚡ High volatility,Monopoly concentration (100.0% share) increases regulatory and pricing exposure | High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONOPOLY_DEFENSE
187.0,8.928571428571429,19.5,Avoid,DAVI PHARM_LAMOTRIGINE_VIETNAM,LAMOTRIGINE,DAVI PHARM,VIETNAM,RETAIL,16.3,16.3,0.8,14,11.8,0.239,False,False,False,False,0.1,33.8,Medium,Low,GROWTH,📊 Stable growth (16%) | 🎯 Niche market ($0.8M) | 🏢 Share: 11.8% | ⚔️ Competitive (14 competitors),Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
188.0,8.928571428571429,19.5,Avoid,DAVI PHARM_LEVETIRACETAM_VIETNAM,LEVETIRACETAM,DAVI PHARM,VIETNAM,RETAIL,-50.1,-50.1,0.1,14,2.0,0.026,False,False,False,False,0.1,19.3,Medium,Low,GROWTH,⚠️ Declining demand (-50%) | 🎯 Niche market ($0.1M) | 🏢 Share: 2.0% | ⚔️ Competitive (14 competitors) | 💵 Pricing power (+10.4%),Market decline: losing 50% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
189.0,8.928571428571429,19.5,Avoid,DAVI PHARM_LEVETIRACETAM_VIETNAM,LEVETIRACETAM,DAVI PHARM,VIETNAM,RETAIL,72.9,72.9,0.1,14,1.5,0.677,False,False,False,False,0.1,13.3,Medium,Low,GROWTH,🔥 Strong growth (73%) | 🎯 Niche market ($0.1M) | 🏢 Share: 1.5% | ⚔️ Competitive (14 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
190.0,8.928571428571429,19.5,Avoid,JANSSEN-J&J GR VNX_TOPIRAMATE_VIETNAM,TOPIRAMATE,JANSSEN-J&J GR VNX,VIETNAM,RETAIL,-49.7,-49.7,0.0,4,4.4,0.646,False,False,False,False,0.1,22.5,Medium,Low,GROWTH,⚠️ Declining demand (-50%) | 🎯 Niche market ($0.0M) | 🏢 Share: 4.4% | ⚔️ Competitive (4 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Market decline: losing 50% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
191.0,8.928571428571429,19.5,Avoid,MYUNG IN PHAM_VALPROIC ACID_VIETNAM,VALPROIC ACID,MYUNG IN PHAM,VIETNAM,RETAIL,-16.9,-16.9,0.0,4,0.1,381837661841.443,False,False,False,False,0.1,23.0,Medium,Low,GROWTH,⚠️ Declining demand (-17%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.1% | ⚔️ Competitive (4 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Limited market size: constrained opportunity and thin liquidity,MONITOR
192.0,8.928571428571429,19.5,Avoid,NOVARTIS PHARMA_CARBIDOPA!ENTACAPONE!LEVODOPA_VIETNAM,CARBIDOPA!ENTACAPONE!LEVODOPA,NOVARTIS PHARMA,VIETNAM,RETAIL,,,0.0,14,0.0,848528137424.564,False,False,False,False,0.1,38.5,Medium,Low,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | ⚔️ Competitive (14 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
193.0,8.928571428571429,19.5,Avoid,PYMEPHARCO_CARBAMAZEPINE_VIETNAM,CARBAMAZEPINE,PYMEPHARCO,VIETNAM,RETAIL,,,0.0,1,100.0,9121677477304.672,False,False,False,False,0.1,26.1,Medium,Low,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 100.0% | 🛡️ Concentrated (1 competitors) | ⚡ High volatility,Monopoly concentration (100.0% share) increases regulatory and pricing exposure | High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONOPOLY_DEFENSE
194.0,8.928571428571429,19.5,Avoid,ROCHE VNX_CLONAZEPAM_VIETNAM,CLONAZEPAM,ROCHE VNX,VIETNAM,RETAIL,-97.8,-97.8,0.0,5,0.0,0.142,False,False,False,False,0.1,38.5,Medium,Low,GROWTH,⚠️ Declining demand (-98%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | ⚔️ Competitive (5 competitors),Generic erosion pressure: price decline with volume expansion | Market decline: losing 98% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
195.0,8.928571428571429,19.5,Avoid,SAVIPHARM_LAMOTRIGINE_VIETNAM,LAMOTRIGINE,SAVIPHARM,VIETNAM,RETAIL,,,0.0,8,0.0,7155920625608.568,False,False,False,False,0.1,29.9,Medium,Low,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | ⚔️ Competitive (8 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
196.0,8.928571428571429,19.5,Avoid,SERVIER_PIRIBEDIL_VIETNAM,PIRIBEDIL,SERVIER,VIETNAM,RETAIL,-100.0,-100.0,0.0,1,0.0,0.707,False,False,False,False,0.1,38.5,Medium,Low,GROWTH,⚠️ Declining demand (-100%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | 🛡️ Concentrated (1 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Market decline: losing 100% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
