rank,percentile,ensemble_score,investment_tier,molecule_id,molecule,manufacturer,country,sector,revenue_growth_%,revenue_growth,market_size_$M,competition_count,market_share_%,volatility,opportunity_score,risk_score,confidence_level,ml_classification,market_segment,key_drivers,risks,entry_strategy
174.0,11.73469387755102,26.911445043475727,Avoid,SANOFI VNX_TRIHEXYPHENIDYL_VIETNAM,TRIHEXYPHENIDYL,SANOFI VNX,VIETNAM,RETAIL,-30.6,-30.6,0.2,5,6.0,0.652,0.2,40.1,High,Low,MATURE,Declining demand (-31%) | Niche market ($0.2M) | Share position (6.0%) | Competitive market (5 competitors) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Market decline: losing 31% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
175.0,11.224489795918368,26.872430029357012,Moderate,BOEH. INGEL_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,BOEH. INGEL,VIETNAM,RETAIL,142.8,142.8,0.0,5,6.0,1.747,2.6,36.9,High,Low,MATURE,Strong growth (143%) | Niche market ($0.0M) | Share position (6.0%) | Competitive market (5 competitors) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
176.0,10.714285714285714,26.68167422896392,Moderate,DAVI PHARM_TOPIRAMATE_VIETNAM,TOPIRAMATE,DAVI PHARM,VIETNAM,HOSPITAL,500.0,500.0,0.0,8,5.5,68.035,1.3,36.5,High,Low,MATURE,Strong growth (500%) | Niche market ($0.0M) | Share position (5.5%) | Competitive market (8 competitors) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
177.0,10.204081632653061,26.381875414866627,High Potential,DANAPHA (TW5)_TRIHEXYPHENIDYL_VIETNAM,TRIHEXYPHENIDYL,DANAPHA (TW5),VIETNAM,RETAIL,500.0,500.0,0.0,19,17.8,0.689,0.2,40.0,High,Low,MATURE,Strong growth (500%) | Niche market ($0.0M) | Share position (17.8%) | Fragmented market (19 competitors) | Pricing power (15.9% growth) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,DIFFERENTIATION
178.0,9.693877551020408,23.49782937867399,Avoid,MYUNG IN PHAM_VALPROIC ACID_VIETNAM,VALPROIC ACID,MYUNG IN PHAM,VIETNAM,HOSPITAL,0.0,0.0,0.0,7,15.3,0.0,5.3,31.0,High,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (15.3%) | Competitive market (7 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
179.0,9.183673469387756,23.205721767134975,Avoid,JANSSEN-J&J GR VNX_TOPIRAMATE_VIETNAM,TOPIRAMATE,JANSSEN-J&J GR VNX,VIETNAM,RETAIL,32.2,32.2,0.0,4,0.7,0.604,0.9,35.9,High,Low,MATURE,Stable-to-moderate growth (32%) | Niche market ($0.0M) | Share position (0.7%) | Competitive market (4 competitors) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
180.0,8.673469387755102,23.204289624718175,Avoid,ROCHE_BENSERAZIDE!LEVODOPA_VIETNAM,BENSERAZIDE!LEVODOPA,ROCHE,VIETNAM,RETAIL,12.2,12.2,0.0,6,3.5,0.086,1.2,41.9,High,Low,MATURE,Stable-to-moderate growth (12%) | Niche market ($0.0M) | Share position (3.5%) | Competitive market (6 competitors) | Pricing power (27.9% growth),Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
181.0,8.16326530612245,22.31837553057745,Avoid,PHARMASCIENCE_TOPIRAMATE_VIETNAM,TOPIRAMATE,PHARMASCIENCE,VIETNAM,HOSPITAL,-6.4,-6.4,0.0,19,17.8,0.045,1.3,36.5,High,Low,MATURE,Stable-to-moderate growth (-6%) | Niche market ($0.0M) | Share position (17.8%) | Fragmented market (19 competitors) | Price erosion (-17.5%),Limited market size: constrained opportunity and thin liquidity,MONITOR
182.0,7.653061224489796,22.31279339717993,Moderate,HASAN-DERMAPHARM_CARBIDOPA!LEVODOPA_VIETNAM,CARBIDOPA!LEVODOPA,HASAN-DERMAPHARM,VIETNAM,RETAIL,500.0,500.0,0.0,2,0.3,2.282,0.9,37.0,High,Low,MATURE,Strong growth (500%) | Niche market ($0.0M) | Share position (0.3%) | Concentrated market (2 competitors) | Pricing power (63.4% growth) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,DIFFERENTIATION
183.0,7.142857142857142,21.871266722383787,Avoid,EISAI_PERAMPANEL_VIETNAM,PERAMPANEL,EISAI,VIETNAM,RETAIL,-64.2,-64.2,0.2,2,6.1,0.313,0.5,42.7,High,Low,MATURE,Declining demand (-64%) | Niche market ($0.2M) | Share position (6.1%) | Concentrated market (2 competitors) | Pricing power (100.0% growth),Generic erosion pressure: price decline with volume expansion | Market decline: losing 64% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
184.0,6.63265306122449,21.008946963065718,Avoid,DAVI PHARM_TOPIRAMATE_VIETNAM,TOPIRAMATE,DAVI PHARM,VIETNAM,RETAIL,0.0,0.0,0.0,2,6.1,0.0,0.9,35.9,Medium,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (6.1%) | Concentrated market (2 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
185.0,6.122448979591836,20.980966403864706,Avoid,DANAPHA (TW5)_VALPROIC ACID_VIETNAM,VALPROIC ACID,DANAPHA (TW5),VIETNAM,RETAIL,0.0,0.0,0.0,1,0.4,0.0,5.1,30.5,Medium,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (0.4%) | Concentrated market (1 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
186.0,5.612244897959184,19.922463159326142,Moderate,EISAI_PERAMPANEL_VIETNAM,PERAMPANEL,EISAI,VIETNAM,HOSPITAL,228.4,228.4,0.0,1,0.4,2.275,0.1,43.5,Medium,Low,MATURE,Strong growth (228%) | Niche market ($0.0M) | Share position (0.4%) | Concentrated market (1 competitors) | Price erosion (-20.6%) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
187.0,2.806122448979592,19.5,Moderate,DANAPHA (TW5)_CARBAMAZEPINE_VIETNAM,CARBAMAZEPINE,DANAPHA (TW5),VIETNAM,HOSPITAL,16.3,16.3,0.8,14,31.1,0.239,0.4,38.6,Medium,Low,MATURE,Stable-to-moderate growth (16%) | Niche market ($0.8M) | Share position (31.1%) | Competitive market (14 competitors),Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
188.0,2.806122448979592,19.5,Avoid,DANAPHA (TW5)_PHENOBARBITAL_VIETNAM,PHENOBARBITAL,DANAPHA (TW5),VIETNAM,HOSPITAL,-50.1,-50.1,0.1,14,31.1,0.026,0.0,40.6,Medium,Low,MATURE,Declining demand (-50%) | Niche market ($0.1M) | Share position (31.1%) | Competitive market (14 competitors) | Pricing power (10.4% growth),Market decline: losing 50% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
189.0,2.806122448979592,19.5,Moderate,KHAPHARCO_TRIHEXYPHENIDYL_VIETNAM,TRIHEXYPHENIDYL,KHAPHARCO,VIETNAM,HOSPITAL,72.9,72.9,0.1,14,31.1,0.677,0.1,40.9,Medium,Low,MATURE,Strong growth (73%) | Niche market ($0.1M) | Share position (31.1%) | Competitive market (14 competitors) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
190.0,2.806122448979592,19.5,Avoid,MYUNG IN PHAM_VALPROIC ACID_VIETNAM,VALPROIC ACID,MYUNG IN PHAM,VIETNAM,HOSPITAL,-49.7,-49.7,0.0,4,0.7,0.646,5.3,31.0,Medium,Low,MATURE,Declining demand (-50%) | Niche market ($0.0M) | Share position (0.7%) | Competitive market (4 competitors) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Market decline: losing 50% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
191.0,2.806122448979592,19.5,Avoid,PHARBACO (TW1)_PHENOBARBITAL_VIETNAM,PHENOBARBITAL,PHARBACO (TW1),VIETNAM,HOSPITAL,-16.9,-16.9,0.0,4,0.7,0.006,0.0,41.6,Medium,Low,MATURE,Declining demand (-17%) | Niche market ($0.0M) | Share position (0.7%) | Competitive market (4 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
192.0,2.806122448979592,19.5,Avoid,ROCHE_BENSERAZIDE!LEVODOPA_VIETNAM,BENSERAZIDE!LEVODOPA,ROCHE,VIETNAM,HOSPITAL,0.0,0.0,0.0,14,31.1,0.0,0.4,42.5,Medium,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (31.1%) | Competitive market (14 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
193.0,2.806122448979592,19.5,Moderate,SANDOZ_LEVETIRACETAM_VIETNAM,LEVETIRACETAM,SANDOZ,VIETNAM,HOSPITAL,253.3,253.3,0.0,1,0.1,1.791,2.8,28.0,Medium,Low,MATURE,Strong growth (253%) | Niche market ($0.0M) | Share position (0.1%) | Concentrated market (1 competitors) | Price erosion (-19.5%) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
194.0,2.806122448979592,19.5,Avoid,TORRENT_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,TORRENT,VIETNAM,HOSPITAL,-97.8,-97.8,0.0,5,4.1,0.142,3.5,37.7,Medium,Low,MATURE,Declining demand (-98%) | Niche market ($0.0M) | Share position (4.1%) | Competitive market (5 competitors),Generic erosion pressure: price decline with volume expansion | Market decline: losing 98% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
195.0,2.806122448979592,19.5,Avoid,JANSSEN-J&J GR VNX_TOPIRAMATE_VIETNAM,TOPIRAMATE,JANSSEN-J&J GR VNX,VIETNAM,RETAIL,0.0,0.0,0.0,8,5.5,0.0,0.9,35.9,Medium,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (5.5%) | Competitive market (8 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
196.0,2.806122448979592,19.5,Avoid,SAVIPHARM_LAMOTRIGINE_VIETNAM,LAMOTRIGINE,SAVIPHARM,VIETNAM,RETAIL,0.0,0.0,0.0,1,0.0,0.0,0.7,39.0,Medium,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (0.0%) | Concentrated market (1 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
